,ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D,url
3222,A5252A18CF,서울특별시 성동구 마장로31가길 5,선광**,,서울 성동구,축산물,마장동,20220504,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C31%EA%B0%80%EA%B8%B8%205/address/14141875.0906054,4518828.2738914,%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C31%EA%B0%80%EA%B8%B8%205,new,/detailPlace?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3223,33B68F414D,서울특별시 성동구 마장로31가길 6,수정**,,서울 성동구,식료품,마장동,20220803,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C31%EA%B0%80%EA%B8%B8%206/place/1192087982?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3224,E569E14F36,서울특별시 성동구 마장로35나길 4,길모****,,서울 성동구,커피전문점,마장동,20170629,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C35%EB%82%98%EA%B8%B8%204/place/1781651418?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3225,1EC413BB05,서울특별시 성동구 마장로35나길 5,신호**,,서울 성동구,축산물,마장동,20201013,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C35%EB%82%98%EA%B8%B8%205/place/1720727399?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3226,C08E57AC76,서울특별시 성동구 마장로35나길 9,남문******,,서울 성동구,한식-찌개/전골,마장동,20240314,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C35%EB%82%98%EA%B8%B8%209/place/1884986812?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3227,1FD34CB47A,서울특별시 성동구 마장로35다길 7,세원**,,서울 성동구,축산물,마장동,20210121,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C35%EB%8B%A4%EA%B8%B8%207/place/1934821061?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3228,48A2E5A7D3,서울특별시 성동구 마장로35다길 8,대성****,,서울 성동구,축산물,마장동,20230802,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C35%EB%8B%A4%EA%B8%B8%208/place/1353257938?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3229,4069628130,서울특별시 성동구 마장로35다길 9,OM***,,서울 성동구,축산물,마장동,20170424,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C35%EB%8B%A4%EA%B8%B8%209/place/1117096425?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3230,61E9DEEBD7,서울특별시 성동구 마장로35다길 9,마천**,,서울 성동구,축산물,마장동,20230914,,-
3231,3DFABAA899,서울특별시 성동구 마장로35다길 9,예농***,,서울 성동구,축산물,마장동,20240327,,-
3232,07048B6141,서울특별시 성동구 마장로35라길 9,한남**,,서울 성동구,백반/가정식,마장동,20200610,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%9E%A5%EB%A1%9C35%EB%9D%BC%EA%B8%B8%209/place/1978887644?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3233,C99550815C,서울특별시 성동구 마조로16길 3-6,쏘앤**************,,서울 성동구,농산물,,20231211,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C16%EA%B8%B8%203-6/place/1968700937?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3234,6B57A63A62,서울특별시 성동구 마조로1가길 11,왕십*****************,,서울 성동구,포장마차,한양대,20241202,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C1%EA%B0%80%EA%B8%B8%2011/place/1699086796?c=15.00,0,0,0,dh"
3235,2A74299DD1,서울특별시 성동구 마조로1가길 14,도담*******,치킨13,서울 성동구,치킨,한양대,20230911,20250407.0,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C1%EA%B0%80%EA%B8%B8%2014/place/37883042?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3236,3531297CCD,서울특별시 성동구 마조로1가길 16,한신*******,포장마차1,서울 성동구,포장마차,한양대,20220203,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C1%EA%B0%80%EA%B8%B8%2016/place/1904316738?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3237,E9CC23245B,서울특별시 성동구 마조로1길 26-5,싼(***********,,서울 성동구,피자,한양대,20220106,20240305.0,-
3238,1023E7B792,서울특별시 성동구 마조로1길 40-1,주*,,서울 성동구,요리주점,한양대,20240619,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C1%EA%B8%B8%2040-1/place/1113630564?c=15.00,0,0,0,dh"
3239,EE79357E42,서울특별시 성동구 마조로3가길 10,미미**********,,서울 성동구,꼬치구이,한양대,20210319,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2010/place/1446327201?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3240,BABA730F00,서울특별시 성동구 마조로3가길 10,생마*****,,서울 성동구,이자카야,한양대,20231128,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2010/place/1977259505?c=15.00,0,0,0,dh"
3241,9B4EED47A6,서울특별시 성동구 마조로3가길 11,마장**,,서울 성동구,한식-육류/고기,한양대,20171110,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2011/place/19882224?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3242,E79BB5C3F3,서울특별시 성동구 마조로3가길 12,포차*,,서울 성동구,포장마차,한양대,20240411,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2012/place/1314173233?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3243,EC8D405566,서울특별시 성동구 마조로3가길 12,계맛*****,,서울 성동구,한식-육류/고기,한양대,20221104,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2012/place/1808234663?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3244,2743897872,서울특별시 성동구 마조로3가길 15,용용*******,,서울 성동구,요리주점,한양대,20191210,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2015/place/1449356762?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3245,AB9C75D921,서울특별시 성동구 마조로3가길 18,무지********,,서울 성동구,호프/맥주,한양대,20200904,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2018/place/1035732767?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3246,FEA22C8CC8,서울특별시 성동구 마조로3가길 18,92******,,서울 성동구,한식-육류/고기,한양대,20241127,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2018/place/1350719007?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3247,FCBE9BD039,서울특별시 성동구 마조로3가길 21,달*,,서울 성동구,한식-단품요리일반,한양대,20200701,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2021/place/21331248?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3248,90AFF4E6B1,서울특별시 성동구 마조로3가길 25,김복*************,,서울 성동구,호프/맥주,한양대,20220722,20250408.0,-
3249,6A405B55C3,서울특별시 성동구 마조로3가길 25,몽*,,서울 성동구,백반/가정식,한양대,20240219,,-
3250,70B13460CE,서울특별시 성동구 마조로3가길 30,오*,,서울 성동구,이자카야,한양대,20200717,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EA%B0%80%EA%B8%B8%2030/place/1857503685?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3251,FEFBDB41EA,서울특별시 성동구 마조로3가길 30,수세*,,서울 성동구,한식-단품요리일반,한양대,20210531,,-
3252,D438843206,서울특별시 성동구 마조로3나길 20,춘*,,서울 성동구,일식당,한양대,20180702,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EB%82%98%EA%B8%B8%2020/place/35657660?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3253,5E8B3A9C0F,서울특별시 성동구 마조로3나길 26,곱분*********,,서울 성동구,한식-육류/고기,한양대,20160819,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EB%82%98%EA%B8%B8%2026/place/1088202114?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3254,5FE888BC65,서울특별시 성동구 마조로3나길 27,메종****,,서울 성동구,백반/가정식,한양대,20240422,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EB%82%98%EA%B8%B8%2027/place/1637105547?c=15.00,0,0,0,dh"
3255,9E304D405E,서울특별시 성동구 마조로3나길 28,본참*,일식당1,서울 성동구,일식당,한양대,20211203,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C3%EB%82%98%EA%B8%B8%2028/place/365410031?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3256,E1D3268137,서울특별시 성동구 마조로5길 4-10,은현******,,서울 성동구,요리주점,한양대,20230803,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C5%EA%B8%B8%204-10/place/1616051570?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3257,C8E76C194D,서울특별시 성동구 마조로5길 4-11,칠구**************,,서울 성동구,한식-단품요리일반,한양대,20171130,,-
3258,98ACFD8C28,서울특별시 성동구 마조로5길 4-12,왕십****,,서울 성동구,한식-해물/생선,한양대,20231005,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C5%EA%B8%B8%204-12/place/1012174775?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3259,3D8F0EC508,서울특별시 성동구 마조로5길 4-16,완미********,,서울 성동구,한식-육류/고기,한양대,20230829,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C5%EA%B8%B8%204-16/place/1610928427?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3260,5196197266,서울특별시 성동구 마조로7길 12-1,삼목*,,서울 성동구,한식-육류/고기,한양대,20190712,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%A7%88%EC%A1%B0%EB%A1%9C7%EA%B8%B8%2012-1/place/1110345298?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3261,F5FA25FE2A,서울특별시 성동구 무수막18길 6-2,홍대****,,서울 성동구,식료품,신금호,20230530,,-
3262,158A1920D0,서울특별시 성동구 무수막길 89-31,레몬*,,서울 성동구,카페,신금호,20190429,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%EC%88%98%EB%A7%89%EA%B8%B8%2089-31/place/1456676957?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3263,832EC92421,서울특별시 성동구 무수막길 89-38,비비***********,치킨2,서울 성동구,치킨,신금호,20230405,,-
3264,D52B8311A4,서울특별시 성동구 무학로2나길 28,푸른**,,서울 성동구,한식-해물/생선,왕십리,20181120,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%A1%9C2%EB%82%98%EA%B8%B8%2028/place/1319994088?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3265,B50F3C905B,서울특별시 성동구 무학로4길 29-1,소점**,,서울 성동구,백반/가정식,왕십리,20220609,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%A1%9C4%EA%B8%B8%2029-1/place/20857329?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3266,E2A8F11930,서울특별시 성동구 무학로6길 36-2,꼬숩*************,,서울 성동구,백반/가정식,왕십리,20241029,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%A1%9C6%EA%B8%B8%2036-2/place/1115660978?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3267,0961D33241,서울특별시 성동구 무학로8길 28-1,까페*****************,,서울 성동구,카페,왕십리,20190910,,-
3268,727C56F5CD,서울특별시 성동구 무학봉15가길 4,달*,,서울 성동구,동남아/인도음식,,20230503,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%8915%EA%B0%80%EA%B8%B8%204/place/1057204266?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3269,33E070A5FE,서울특별시 성동구 무학봉15가길 7,한국**,,서울 성동구,청과물,,20180907,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%8915%EA%B0%80%EA%B8%B8%207/place/1856019231?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3270,1ADFDEE86A,서울특별시 성동구 무학봉15다길 2,왕십***,,서울 성동구,치킨,왕십리,20181224,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%8915%EB%8B%A4%EA%B8%B8%202/place/19927508?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3271,9B74A58D26,서울특별시 성동구 무학봉15다길 4,스멜*,,서울 성동구,베이커리,왕십리,20210813,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%8915%EB%8B%A4%EA%B8%B8%204/place/1307113014?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3272,6FB12F3636,서울특별시 성동구 무학봉15다길 4,째깐********,,서울 성동구,커피전문점,왕십리,20230328,,-
3273,1678DC823A,서울특별시 성동구 무학봉28길 3-1,수컷**,,서울 성동구,요리주점,왕십리,20220414,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%8928%EA%B8%B8%203-1/place/1085956231?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3274,2AD96F80A2,서울특별시 성동구 무학봉28길 4-1,버텍***************,,서울 성동구,양식,왕십리,20230428,,-
3275,0B36DDFB1B,서울특별시 성동구 무학봉28길 4-1,우마***********,,서울 성동구,이자카야,왕십리,20231017,,-
3276,34CF430710,서울특별시 성동구 무학봉28길 4-1,프로******,,서울 성동구,백반/가정식,왕십리,20230818,,-
3277,9F71F05B15,서울특별시 성동구 무학봉28길 4-1,팔공**,,서울 성동구,한식-단품요리일반,왕십리,20220106,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EB%AC%B4%ED%95%99%EB%B4%8928%EA%B8%B8%204-1/place/1628378405?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3278,03A581D873,서울특별시 성동구 사근동12길 7-1,원조*******,,서울 성동구,한식-단품요리일반,한양대,20170830,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%82%AC%EA%B7%BC%EB%8F%9912%EA%B8%B8%207-1/place/1906527941?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3279,A6A47A48A2,서울특별시 성동구 살곶이8길 18-1,틴토*******,,서울 성동구,양식,한양대,20221018,,-
3280,FBBAC0BE34,서울특별시 성동구 살곶이길 346-1,두마***********,한식-육류/고기7,서울 성동구,한식-육류/고기,,20220407,,-
3281,C70D8E86E1,서울특별시 성동구 서울숲2길 12-8,웨스***,,서울 성동구,베이커리,,20230607,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B22%EA%B8%B8%2012-8/place/1653885354?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3282,A4A1BC46DF,서울특별시 성동구 서울숲2길 14-8,고스****,,서울 성동구,카페,,20241202,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B22%EA%B8%B8%2014-8/place/1434880972?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3283,098BA50B44,서울특별시 성동구 서울숲2길 14-8,온*,,서울 성동구,백반/가정식,,20230511,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B22%EA%B8%B8%2014-8/place/1167065844?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3284,1938F6377B,서울특별시 성동구 서울숲2길 16-9,븨브*****,,서울 성동구,양식,,20240716,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B22%EA%B8%B8%2016-9/place/1332593208?c=15.00,0,0,0,dh"
3285,203E53DC61,서울특별시 성동구 서울숲2길 20-8,오일**********,,서울 성동구,백반/가정식,,20220404,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B22%EA%B8%B8%2020-8/place/1503307402?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3286,125C6AE5AF,서울특별시 성동구 서울숲2길 24-8,섬타*****,,서울 성동구,베이커리,,20231219,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B22%EA%B8%B8%2024-8/place/1952556734?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3287,1AC1527C9A,서울특별시 성동구 서울숲2길 46-9,프롬**********,,서울 성동구,베이커리,뚝섬,20240520,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B22%EA%B8%B8%2046-9/place/1530306088?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3288,AF1096FAF2,서울특별시 성동구 서울숲4길 18-8,도우****,,서울 성동구,일식-덮밥/돈가스,뚝섬,20240806,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B24%EA%B8%B8%2018-8/place/1920824466?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3289,794735AD42,서울특별시 성동구 서울숲4길 20-1,이리**************,,서울 성동구,카페,뚝섬,20240520,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B24%EA%B8%B8%2020-1/place/1211465517?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3290,3D4F4809F0,서울특별시 성동구 서울숲4길 22-7,훈*,,서울 성동구,일식당,뚝섬,20220622,20231113.0,-
3291,92189088E5,서울특별시 성동구 서울숲4길 22-7,훈*,,서울 성동구,일식당,뚝섬,20231113,,-
3292,39975534D9,서울특별시 성동구 서울숲6길 16-1,봉땅*********,,서울 성동구,도너츠,뚝섬,20240103,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%88%B26%EA%B8%B8%2016-1/place/1700801654?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3293,D402962627,서울특별시 성동구 성덕정15길 2-5,우리******,,서울 성동구,한식-국수/만두,성수,20190625,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%9515%EA%B8%B8%202-5/place/1169064915?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3294,92319F9F84,서울특별시 성동구 성덕정15길 2-9,울보**,,서울 성동구,분식,성수,20240708,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%9515%EA%B8%B8%202-9/place/1954230735?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3295,33FFBE73C4,서울특별시 성동구 성덕정15길 4-3,락*,,서울 성동구,한식-해물/생선,성수,20200410,,"https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%84%B1%EB%8F%99%EA%B5%AC%20%EC%84%B1%EB%8D%95%EC%A0%9515%EA%B8%B8%204-3/place/1033517296?c=15.00,0,0,0,dh&isCorrectAnswer=true"
3296,A5DA4E1003,서울특별시 성동구 성덕정15길 4-7,섬 ***,,서울 성동구,양식,성수,20230428,,-
3297,90D9F5AEB2,서울특별시 성동구 성덕정15길 5-1,성수***,,서울 성동구,와인바,성수,20220502,,-
